manifest,subject,content_type,item_id,file_path,lesson,tags,status
expected-content,physics-1,question,physics-1-momentum-and-collisions-0007,content/physics-1/questions/physics-1-momentum-and-collisions-0007.json,momentum-and-collisions,two|dimensional|collisions|by|component,MATCHED
expected-content,physics-1,question,physics-1-momentum-and-collisions-0008,content/physics-1/questions/physics-1-momentum-and-collisions-0008.json,momentum-and-collisions,ballistic|pendulum,MATCHED
expected-content,physics-1,question,physics-1-momentum-and-collisions-0009,content/physics-1/questions/physics-1-momentum-and-collisions-0009.json,momentum-and-collisions,center|mass|its|motion,MATCHED
expected-content,physics-1,question,physics-1-momentum-and-collisions-0010,content/physics-1/questions/physics-1-momentum-and-collisions-0010.json,momentum-and-collisions,recoil|explosion|problems,MATCHED
expected-content,physics-1,question,physics-1-momentum-and-collisions-0011,content/physics-1/questions/physics-1-momentum-and-collisions-0011.json,momentum-and-collisions,linear|momentum,MATCHED
expected-content,physics-1,question,physics-1-momentum-and-collisions-0012,content/physics-1/questions/physics-1-momentum-and-collisions-0012.json,momentum-and-collisions,impulse|momentum|theorem,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0001,content/physics-1/questions/physics-1-rotational-motion-0001.json,rotational-motion,angular|position|velocity|acceleration,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0002,content/physics-1/questions/physics-1-rotational-motion-0002.json,rotational-motion,rotational|kinematic|equations,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0003,content/physics-1/questions/physics-1-rotational-motion-0003.json,rotational-motion,relation|between|linear|angular|quantities,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0004,content/physics-1/questions/physics-1-rotational-motion-0004.json,rotational-motion,torque|lever|arm,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0005,content/physics-1/questions/physics-1-rotational-motion-0005.json,rotational-motion,moment|inertia|point|masses|standard|rigid,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0006,content/physics-1/questions/physics-1-rotational-motion-0006.json,rotational-motion,parallel|axis|theorem,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0007,content/physics-1/questions/physics-1-rotational-motion-0007.json,rotational-motion,rotational|form|second|law,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0008,content/physics-1/questions/physics-1-rotational-motion-0008.json,rotational-motion,rotational|kinetic|energy,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0009,content/physics-1/questions/physics-1-rotational-motion-0009.json,rotational-motion,rolling|without|slipping,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0010,content/physics-1/questions/physics-1-rotational-motion-0010.json,rotational-motion,angular|momentum|its|conservation,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0011,content/physics-1/questions/physics-1-rotational-motion-0011.json,rotational-motion,angular|position|velocity|acceleration,MATCHED
expected-content,physics-1,question,physics-1-rotational-motion-0012,content/physics-1/questions/physics-1-rotational-motion-0012.json,rotational-motion,rotational|kinematic|equations,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0001,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0001.json,static-equilibrium-and-elasticity,two|equilibrium|conditions,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0002,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0002.json,static-equilibrium-and-elasticity,choosing|pivot,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0003,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0003.json,static-equilibrium-and-elasticity,center|gravity,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0004,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0004.json,static-equilibrium-and-elasticity,ladder|beam|problems,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0005,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0005.json,static-equilibrium-and-elasticity,stability|toppling,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0006,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0006.json,static-equilibrium-and-elasticity,stress|strain|definitions,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0007,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0007.json,static-equilibrium-and-elasticity,young|modulus,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0008,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0008.json,static-equilibrium-and-elasticity,shear|modulus,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0009,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0009.json,static-equilibrium-and-elasticity,bulk|modulus,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0010,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0010.json,static-equilibrium-and-elasticity,hooke|law|springs|materials,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0011,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0011.json,static-equilibrium-and-elasticity,elastic|limit,MATCHED
expected-content,physics-1,question,physics-1-static-equilibrium-and-elasticity-0012,content/physics-1/questions/physics-1-static-equilibrium-and-elasticity-0012.json,static-equilibrium-and-elasticity,plastic|deformation|fracture,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0001,content/physics-1/questions/physics-1-gravitation-0001.json,gravitation,universal|law|gravitation,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0002,content/physics-1/questions/physics-1-gravitation-0002.json,gravitation,gravitational|field|strength,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0003,content/physics-1/questions/physics-1-gravitation-0003.json,gravitation,variation|altitude|planetary|mass,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0004,content/physics-1/questions/physics-1-gravitation-0004.json,gravitation,gravitational|potential|energy|general|form,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0005,content/physics-1/questions/physics-1-gravitation-0005.json,gravitation,kepler|three|laws,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0006,content/physics-1/questions/physics-1-gravitation-0006.json,gravitation,circular|orbital|speed|period,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0007,content/physics-1/questions/physics-1-gravitation-0007.json,gravitation,escape|speed,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0008,content/physics-1/questions/physics-1-gravitation-0008.json,gravitation,energy|orbits,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0009,content/physics-1/questions/physics-1-gravitation-0009.json,gravitation,geosynchronous|orbit|conditions,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0010,content/physics-1/questions/physics-1-gravitation-0010.json,gravitation,weightlessness|free|fall,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0011,content/physics-1/questions/physics-1-gravitation-0011.json,gravitation,universal|law|gravitation,MATCHED
expected-content,physics-1,question,physics-1-gravitation-0012,content/physics-1/questions/physics-1-gravitation-0012.json,gravitation,gravitational|field|strength,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0001,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0001.json,oscillations-and-simple-harmonic-motion,conditions|simple|harmonic|motion,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0002,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0002.json,oscillations-and-simple-harmonic-motion,restoring|force|proportional|displacement,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0003,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0003.json,oscillations-and-simple-harmonic-motion,mass|spring|period|frequency,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0004,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0004.json,oscillations-and-simple-harmonic-motion,simple|pendulum|period|its|small|angle|assumption,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0005,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0005.json,oscillations-and-simple-harmonic-motion,physical|pendulum,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0006,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0006.json,oscillations-and-simple-harmonic-motion,displacement|velocity|acceleration|relations|sh,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0007,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0007.json,oscillations-and-simple-harmonic-motion,energy|exchange|shm,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0008,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0008.json,oscillations-and-simple-harmonic-motion,damped|oscillation|regimes,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0009,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0009.json,oscillations-and-simple-harmonic-motion,driven|oscillation|resonance,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0010,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0010.json,oscillations-and-simple-harmonic-motion,conditions|simple|harmonic|motion,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0011,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0011.json,oscillations-and-simple-harmonic-motion,restoring|force|proportional|displacement,MATCHED
expected-content,physics-1,question,physics-1-oscillations-and-simple-harmonic-motion-0012,content/physics-1/questions/physics-1-oscillations-and-simple-harmonic-motion-0012.json,oscillations-and-simple-harmonic-motion,mass|spring|period|frequency,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0001,content/physics-1/questions/physics-1-waves-and-sound-0001.json,waves-and-sound,wavelength|frequency|period|amplitude|wave|speed,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0002,content/physics-1/questions/physics-1-waves-and-sound-0002.json,waves-and-sound,transverse|vs|longitudinal|waves,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0003,content/physics-1/questions/physics-1-waves-and-sound-0003.json,waves-and-sound,wave|equation,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0004,content/physics-1/questions/physics-1-waves-and-sound-0004.json,waves-and-sound,wave|function|form,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0005,content/physics-1/questions/physics-1-waves-and-sound-0005.json,waves-and-sound,superposition|interference,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0006,content/physics-1/questions/physics-1-waves-and-sound-0006.json,waves-and-sound,standing|waves|on|strings|open|closed|pipes,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0007,content/physics-1/questions/physics-1-waves-and-sound-0007.json,waves-and-sound,harmonics|overtones,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0008,content/physics-1/questions/physics-1-waves-and-sound-0008.json,waves-and-sound,sound|speed|different|media,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0009,content/physics-1/questions/physics-1-waves-and-sound-0009.json,waves-and-sound,intensity|decibel|scale,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0010,content/physics-1/questions/physics-1-waves-and-sound-0010.json,waves-and-sound,doppler|effect|moving|source|observer,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0011,content/physics-1/questions/physics-1-waves-and-sound-0011.json,waves-and-sound,beats,MATCHED
expected-content,physics-1,question,physics-1-waves-and-sound-0012,content/physics-1/questions/physics-1-waves-and-sound-0012.json,waves-and-sound,shock|waves,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0001,content/physics-1/questions/physics-1-fluid-statics-0001.json,fluid-statics,density|specific|gravity,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0002,content/physics-1/questions/physics-1-fluid-statics-0002.json,fluid-statics,pressure|definition,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0003,content/physics-1/questions/physics-1-fluid-statics-0003.json,fluid-statics,hydrostatic|pressure|depth,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0004,content/physics-1/questions/physics-1-fluid-statics-0004.json,fluid-statics,gauge|vs|absolute|pressure,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0005,content/physics-1/questions/physics-1-fluid-statics-0005.json,fluid-statics,manometers|barometers,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0006,content/physics-1/questions/physics-1-fluid-statics-0006.json,fluid-statics,pascal|principle|hydraulic|systems,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0007,content/physics-1/questions/physics-1-fluid-statics-0007.json,fluid-statics,archimedes|principle,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0008,content/physics-1/questions/physics-1-fluid-statics-0008.json,fluid-statics,buoyant|force,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0009,content/physics-1/questions/physics-1-fluid-statics-0009.json,fluid-statics,apparent|weight,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0010,content/physics-1/questions/physics-1-fluid-statics-0010.json,fluid-statics,conditions|floating|sinking|neutral|buoyancy,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0011,content/physics-1/questions/physics-1-fluid-statics-0011.json,fluid-statics,fraction|submerged,MATCHED
expected-content,physics-1,question,physics-1-fluid-statics-0012,content/physics-1/questions/physics-1-fluid-statics-0012.json,fluid-statics,density|specific|gravity,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0001,content/physics-1/questions/physics-1-fluid-dynamics-0001.json,fluid-dynamics,ideal|fluid|assumptions,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0002,content/physics-1/questions/physics-1-fluid-dynamics-0002.json,fluid-dynamics,volume|flow|rate|continuity|equation,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0003,content/physics-1/questions/physics-1-fluid-dynamics-0003.json,fluid-dynamics,bernoulli|equation|its|energy|interpretation,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0004,content/physics-1/questions/physics-1-fluid-dynamics-0004.json,fluid-dynamics,applications|venturi|meters|lift|efflux,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0005,content/physics-1/questions/physics-1-fluid-dynamics-0005.json,fluid-dynamics,viscosity,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0006,content/physics-1/questions/physics-1-fluid-dynamics-0006.json,fluid-dynamics,laminar|vs|turbulent|flow,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0007,content/physics-1/questions/physics-1-fluid-dynamics-0007.json,fluid-dynamics,reynolds|number,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0008,content/physics-1/questions/physics-1-fluid-dynamics-0008.json,fluid-dynamics,poiseuille|law|its|fourth|power|dependence,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0009,content/physics-1/questions/physics-1-fluid-dynamics-0009.json,fluid-dynamics,real|fluid|corrections,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0010,content/physics-1/questions/physics-1-fluid-dynamics-0010.json,fluid-dynamics,blood|flow|applications,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0011,content/physics-1/questions/physics-1-fluid-dynamics-0011.json,fluid-dynamics,ideal|fluid|assumptions,MATCHED
expected-content,physics-1,question,physics-1-fluid-dynamics-0012,content/physics-1/questions/physics-1-fluid-dynamics-0012.json,fluid-dynamics,volume|flow|rate|continuity|equation,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0001,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0001.json,thermal-physics-and-temperature,temperature|scales|conversions,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0002,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0002.json,thermal-physics-and-temperature,thermal|equilibrium|zeroth|law,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0003,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0003.json,thermal-physics-and-temperature,linear|volumetric|thermal|expansion,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0004,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0004.json,thermal-physics-and-temperature,ideal|gas|law|both|molar|molecular|forms,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0005,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0005.json,thermal-physics-and-temperature,kinetic|theory|average|translational|energ,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0006,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0006.json,thermal-physics-and-temperature,root|mean|square|speed,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0007,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0007.json,thermal-physics-and-temperature,maxwell|boltzmann|distribution|qualitatively,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0008,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0008.json,thermal-physics-and-temperature,heat|vs|temperature|internal|energy,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0009,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0009.json,thermal-physics-and-temperature,specific|heat,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0010,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0010.json,thermal-physics-and-temperature,calorimetry,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0011,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0011.json,thermal-physics-and-temperature,latent|heat|fusion|vaporization,MATCHED
expected-content,physics-1,question,physics-1-thermal-physics-and-temperature-0012,content/physics-1/questions/physics-1-thermal-physics-and-temperature-0012.json,thermal-physics-and-temperature,phase|diagrams,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0001,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0001.json,thermodynamics-i-laws-and-processes,system|surroundings|state|variables,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0002,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0002.json,thermodynamics-i-laws-and-processes,internal|energy,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0003,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0003.json,thermodynamics-i-laws-and-processes,first|law|thermodynamics|explicitly|stated,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0004,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0004.json,thermodynamics-i-laws-and-processes,work|as|area|on|pv|diagram,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0005,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0005.json,thermodynamics-i-laws-and-processes,isobaric|isochoric|isothermal|adiabatic|processes,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0006,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0006.json,thermodynamics-i-laws-and-processes,cyclic|processes,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0007,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0007.json,thermodynamics-i-laws-and-processes,molar|specific|heats|at|constant|volume|pressure,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0008,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0008.json,thermodynamics-i-laws-and-processes,ratio|specific|heats,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0009,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0009.json,thermodynamics-i-laws-and-processes,degrees|freedom|equipartition,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0010,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0010.json,thermodynamics-i-laws-and-processes,system|surroundings|state|variables,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0011,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0011.json,thermodynamics-i-laws-and-processes,internal|energy,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-i-laws-and-processes-0012,content/physics-1/questions/physics-1-thermodynamics-i-laws-and-processes-0012.json,thermodynamics-i-laws-and-processes,first|law|thermodynamics|explicitly|stated,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0001,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0001.json,thermodynamics-ii-entropy-and-heat-engines,second|law|statements,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0002,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0002.json,thermodynamics-ii-entropy-and-heat-engines,direction|spontaneous|heat|flow,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0003,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0003.json,thermodynamics-ii-entropy-and-heat-engines,entropy|change|reversible|irreversible|process,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0004,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0004.json,thermodynamics-ii-entropy-and-heat-engines,microstates|qualitatively,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0005,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0005.json,thermodynamics-ii-entropy-and-heat-engines,heat|engine|schematic|thermal|efficiency,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0006,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0006.json,thermodynamics-ii-entropy-and-heat-engines,carnot|cycle|efficiency|as|upper|bound,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0007,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0007.json,thermodynamics-ii-entropy-and-heat-engines,refrigerators|heat|pumps|coefficient|perfor,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0008,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0008.json,thermodynamics-ii-entropy-and-heat-engines,third|law,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0009,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0009.json,thermodynamics-ii-entropy-and-heat-engines,real|engines|power|plant|applications,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0010,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0010.json,thermodynamics-ii-entropy-and-heat-engines,second|law|statements,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0011,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0011.json,thermodynamics-ii-entropy-and-heat-engines,direction|spontaneous|heat|flow,MATCHED
expected-content,physics-1,question,physics-1-thermodynamics-ii-entropy-and-heat-engines-0012,content/physics-1/questions/physics-1-thermodynamics-ii-entropy-and-heat-engines-0012.json,thermodynamics-ii-entropy-and-heat-engines,entropy|change|reversible|irreversible|process,MATCHED
expected-content,physics-2,subject-summary,physics-2,,,lessons=16|notes=16|questions=192|assets=0|tags=391,MATCHED
expected-content,physics-2,lesson,physics-2-electrostatics-charge-and-coulomb-law,,electrostatics-charge-and-coulomb-law,,MATCHED
expected-content,physics-2,lesson,physics-2-electric-potential-and-potential-energy,,electric-potential-and-potential-energy,,MATCHED
expected-content,physics-2,lesson,physics-2-gauss-law-and-electric-flux,,gauss-law-and-electric-flux,,MATCHED
expected-content,physics-2,lesson,physics-2-capacitance-and-dielectrics,,capacitance-and-dielectrics,,MATCHED
expected-content,physics-2,lesson,physics-2-current-and-resistance,,current-and-resistance,,MATCHED
expected-content,physics-2,lesson,physics-2-dc-circuits,,dc-circuits,,MATCHED
expected-content,physics-2,lesson,physics-2-magnetic-fields-and-forces,,magnetic-fields-and-forces,,MATCHED
expected-content,physics-2,lesson,physics-2-sources-of-magnetic-fields,,sources-of-magnetic-fields,,MATCHED
expected-content,physics-2,lesson,physics-2-electromagnetic-induction,,electromagnetic-induction,,MATCHED
expected-content,physics-2,lesson,physics-2-inductance-and-ac-circuits,,inductance-and-ac-circuits,,MATCHED
expected-content,physics-2,lesson,physics-2-electromagnetic-waves,,electromagnetic-waves,,MATCHED
expected-content,physics-2,lesson,physics-2-geometric-optics-reflection-and-mirrors,,geometric-optics-reflection-and-mirrors,,MATCHED
expected-content,physics-2,lesson,physics-2-geometric-optics-refraction-and-lenses,,geometric-optics-refraction-and-lenses,,MATCHED
expected-content,physics-2,lesson,physics-2-wave-optics,,wave-optics,,MATCHED
expected-content,physics-2,lesson,physics-2-modern-physics-special-relativity,,modern-physics-special-relativity,,MATCHED
expected-content,physics-2,lesson,physics-2-modern-physics-quantum-and-nuclear,,modern-physics-quantum-and-nuclear,,MATCHED
expected-content,physics-2,note,physics-2-electrostatics-charge-and-coulomb-law,content/physics-2/notes/physics-2-electrostatics-charge-and-coulomb-law.md,electrostatics-charge-and-coulomb-law,electrostatics|charge|coulomb|law,MATCHED
expected-content,physics-2,note,physics-2-electric-potential-and-potential-energy,content/physics-2/notes/physics-2-electric-potential-and-potential-energy.md,electric-potential-and-potential-energy,electric|potential|energy,MATCHED
expected-content,physics-2,note,physics-2-gauss-law-and-electric-flux,content/physics-2/notes/physics-2-gauss-law-and-electric-flux.md,gauss-law-and-electric-flux,gauss|law|electric|flux,MATCHED
expected-content,physics-2,note,physics-2-capacitance-and-dielectrics,content/physics-2/notes/physics-2-capacitance-and-dielectrics.md,capacitance-and-dielectrics,capacitance|dielectrics,MATCHED
expected-content,physics-2,note,physics-2-current-and-resistance,content/physics-2/notes/physics-2-current-and-resistance.md,current-and-resistance,current|resistance,MATCHED
expected-content,physics-2,note,physics-2-dc-circuits,content/physics-2/notes/physics-2-dc-circuits.md,dc-circuits,dc|circuits,MATCHED
expected-content,physics-2,note,physics-2-magnetic-fields-and-forces,content/physics-2/notes/physics-2-magnetic-fields-and-forces.md,magnetic-fields-and-forces,magnetic|fields|forces,MATCHED
expected-content,physics-2,note,physics-2-sources-of-magnetic-fields,content/physics-2/notes/physics-2-sources-of-magnetic-fields.md,sources-of-magnetic-fields,sources|magnetic|fields,MATCHED
expected-content,physics-2,note,physics-2-electromagnetic-induction,content/physics-2/notes/physics-2-electromagnetic-induction.md,electromagnetic-induction,electromagnetic|induction,MATCHED
expected-content,physics-2,note,physics-2-inductance-and-ac-circuits,content/physics-2/notes/physics-2-inductance-and-ac-circuits.md,inductance-and-ac-circuits,inductance|ac|circuits,MATCHED
expected-content,physics-2,note,physics-2-electromagnetic-waves,content/physics-2/notes/physics-2-electromagnetic-waves.md,electromagnetic-waves,electromagnetic|waves,MATCHED
expected-content,physics-2,note,physics-2-geometric-optics-reflection-and-mirrors,content/physics-2/notes/physics-2-geometric-optics-reflection-and-mirrors.md,geometric-optics-reflection-and-mirrors,geometric|optics|reflection|mirrors,MATCHED
expected-content,physics-2,note,physics-2-geometric-optics-refraction-and-lenses,content/physics-2/notes/physics-2-geometric-optics-refraction-and-lenses.md,geometric-optics-refraction-and-lenses,geometric|optics|refraction|lenses,MATCHED
